"Product name","Reference code","Product ID","Combinations (Attribute - value pair)","Product Combinations ID","Show price","Pre-tax wholesale price","Pre-tax retail price","Retail price with tax","Final price (with-tax)","Quantity"
"Matted Print - Sky Sisters","A10012-POD2565","16463","Impression avec Passe-Partout - Nos Soeurs du Ciel","","1","7.50","20.00","23.00","23.00","2"
"Canvas - In Her World","W13026-20079C","16504","Toile - Dans son Monde","","1","17.00","40.00","45.99","45.99","2"
"Coloring Cards N.C","1-COLORX3","16525","Carte à Colorier N.C","","1","0.00","1.80","2.07","2.07","16"
"The Protector","POD2884magnets","16530","Le Protecteur","","1","2.80","6.95","7.99","7.99","15"
"Early Evening Flowing into Fall","POD2551magnets","16531","Soirée Glissant vers l'Automne","","1","2.80","6.95","7.99","7.99","23"
"Refuge","POD2571magnets","16532","Refuge","","1","2.80","6.95","7.99","7.99","3"
"In Her World","POD20079magnets","16682","Dans son Monde","","1","2.80","6.95","7.99","7.99","15"
"Carried Away","POD105832magnets","16683","Emportée","","1","2.80","6.95","7.99","7.99","1"
"Canvas - Earth keeper","POD2552C","16684","Toile - Gardienne de la Terre","","1","17.00","40.00","45.99","45.99","3"
"Canvas - Teachings","POD2577C","16685","Toile - Le Chant du Tambour","","1","17.00","40.00","45.99","45.99","2"
"Matted Print - Passing Through","A04060-20083","16860","Impression avec Passe-Partout - Traversée","","1","7.50","20.00","23.00","23.00","1"
"Matted Print - Wisdom Keepers","A16059-POD2582","16861","Impression avec Passe-Partout - Gardiens de la Sagesse","","1","7.50","20.00","23.00","23.00","3"
"Card - Geese Spirit","A10046-POD2553","16990","Carte - L'Esprit de l'Outarde","","1","2.75","6.35","7.30","7.30","14"
"Card - Merging Earth and Sky","A10004-POD2561","16991","Carte - Fusion Entre Terre et Ciel","","1","2.75","6.35","7.30","7.30","12"
"Canvas - Roots of Another World","20086","16996","Toile - Racines d'un Autre Monde","","1","17.00","40.00","45.99","45.99","3"
"Matted Print - A Moose and Goose","A08007-POD2548","17040","Impression avec Passe-Partout - Un Orignal et une Outarde","","1","7.50","20.00","23.00","23.00","2"
"Card - Honoring the Giver of Life","POD2558","17150","Carte - Hommage à la Source de Vie","","1","2.75","6.35","7.30","7.30","9"
"Card - Sky Girl","A01003","17225","Carte - Fille du Ciel","","1","2.50","5.50","6.32","6.32","0"
"Card - Sky Sisters","A10012-7","17226","Carte - Nos Soeurs du Ciel","","1","2.50","5.50","6.32","6.32","219"
