"Reference code","Product ID","Product name","10_FEATURE_Image size","9_FEATURE_Mat size","12_FEATURE_Number of copies","8_FEATURE_Card size","Product Combinations ID","Quantity","Final price (pre-tax)","Pre-tax wholesale price"
"9816-0408-47-980447MO","1111","Ladies Mukluks","","","","","7582","0","422","198"
"9816-0408-47-980447MO","1111","Ladies Mukluks","","","","","7583","0","422","198"
"9816-0408-47-980447MO","1111","Ladies Mukluks","","","","","7584","0","422","198"
"SKU-54-54-541","1132","Crossbody City Bag, Bear Box","","","","","4020","0","185","80"
"SKU-54-54-541","1132","Crossbody City Bag, Bear Box","","","","","4021","1","185","80"
"SKU-54-54-541","1132","Crossbody City Bag, Bear Box","","","","","4022","2","185","80"
"SKU: 54-54-350","1142","Wristlet, Raven","","","","","4058","0","56","24"
"SKU: 54-54-350","1142","Wristlet, Raven","","","","","4059","0","56","24"
"SKU: 54-54-350","1142","Wristlet, Raven","","","","","4060","0","56","24"
"SKU: 54-54-350","1142","Wristlet, Raven","","","","","4061","2","56","24"
"SKU: 54-54-350","1142","Wristlet, Raven","","","","","4067","0","56","24"
"SKU: 54-54-350","1142","Wristlet, Raven","","","","","4068","0","56","24"
"SKU: 12-12-403","1144","Polar Bear Oven Mitt","","","","","","2","19.95","8"
"SKU: 00-04-330","1188","Princess Grinder Salt/Pepper/Herbs","","","","","5600","1","105.95","46"
"SKU: 00-04-330","1188","Princess Grinder Salt/Pepper/Herbs","","","","","5601","1","105.95","46"
"SKU: 00-04-330","1188","Princess Grinder Salt/Pepper/Herbs","","","","","5602","0","105.95","46"
"5000-0000-27-11563BL","1406","Leather Moccasins for Men","","","","","6143","0","140","54.9"
"5000-0000-27-11563BL","1406","Leather Moccasins for Men","","","","","6144","0","140","54.9"
"5000-0000-27-11563BL","1406","Leather Moccasins for Men","","","","","6145","0","140","54.9"
"5000-0000-27-11563BL","1406","Leather Moccasins for Men","","","","","6146","0","140","54.9"
"5000-0000-27-11563BL","1406","Leather Moccasins for Men","","","","","6147","1","140","54.9"
"5000-0000-27-11563BL","1406","Leather Moccasins for Men","","","","","6148","0","140","54.9"
"5000-0000-27-11563BL","1406","Leather Moccasins for Men","","","","","6149","0","140","54.9"
"5000-0000-27-11563BL","1406","Leather Moccasins for Men","","","","","6150","0","140","54.9"
"5000-0000-27-11563BL","1406","Leather Moccasins for Men","","","","","6151","0","140","54.9"
"5000-0000-27-11563BL","1406","Leather Moccasins for Men","","","","","6152","0","140","54.9"
"5000-0800-17-7055RK","1408","Leather Moccasins for Men","","","","","6166","1","143","0"
"5000-0800-17-7055RK","1408","Leather Moccasins for Men","","","","","6167","1","143","0"
"5000-0800-17-7055RK","1408","Leather Moccasins for Men","","","","","6169","1","143","0"
"5000-0800-17-7055RK","1408","Leather Moccasins for Men","","","","","7315","0","143","0"
"5000-0800-17-7055RK","1408","Leather Moccasins for Men","","","","","7316","0","143","0"
"5000-0800-17-7055RK","1408","Leather Moccasins for Men","","","","","7317","0","143","0"
"5000-0800-17-7055RK","1408","Leather Moccasins for Men","","","","","7318","1","143","0"
"5000-0800-17-7055RK","1408","Leather Moccasins for Men","","","","","7319","0","143","0"
"5000-0800-17-7055RK","1408","Leather Moccasins for Men","","","","","7320","0","143","0"
"5000-0800-17-7055RK","1408","Leather Moccasins for Men","","","","","7321","0","143","0"
"5000-0800-17-7055BL","1410","Leather Moccasins for Men","","","","","6181","0","143","62"
"5000-0800-17-7055BL","1410","Leather Moccasins for Men","","","","","6182","0","143","62"
"5000-0800-17-7055BL","1410","Leather Moccasins for Men","","","","","6183","0","143","62"
"5000-0800-17-7055BL","1410","Leather Moccasins for Men","","","","","6184","0","143","62"
"5000-0800-17-7055BL","1410","Leather Moccasins for Men","","","","","6185","1","143","62"
"5000-0800-17-7055BL","1410","Leather Moccasins for Men","","","","","6186","1","143","62"
"5000-0800-17-7055BL","1410","Leather Moccasins for Men","","","","","6187","1","143","62"
"5000-0800-17-7055BL","1410","Leather Moccasins for Men","","","","","6188","0","143","62"
"5000-0800-17-7055BL","1410","Leather Moccasins for Men","","","","","7322","0","143","62"
"5000-0800-17-7055BL","1410","Leather Moccasins for Men","","","","","7323","0","143","62"
"6080-0400-41IND-648","1414","Suede Slippers for Men","","","","","6190","0","125","54.3"
"6080-0400-41IND-648","1414","Suede Slippers for Men","","","","","6191","2","125","54.3"
"6080-0400-41IND-648","1414","Suede Slippers for Men","","","","","6193","1","125","54.3"
"6080-0400-41IND-648","1414","Suede Slippers for Men","","","","","6196","2","125","54.3"
"6080-0400-41IND-648","1414","Suede Slippers for Men","","","","","7339","0","125","54.3"
"6080-0400-41IND-648","1414","Suede Slippers for Men","","","","","7340","2","125","54.3"
"6080-0400-41IND-648","1414","Suede Slippers for Men","","","","","7341","2","125","54.3"
"6080-0400-41IND-648","1414","Suede Slippers for Men","","","","","7342","2","125","54.3"
"6080-0400-41IND-648","1414","Suede Slippers for Men","","","","","7343","0","125","54.3"
"6080-0400-41IND-648","1414","Suede Slippers for Men","","","","","7344","0","125","54.3"
"5000-0400-00-748IND","1417","Ladies Suede Moccasins","","","","","6228","0","75","32.4"
"5000-0400-00-748IND","1417","Ladies Suede Moccasins","","","","","6229","1","75","32.4"
"5000-0400-00-748IND","1417","Ladies Suede Moccasins","","","","","6230","0","75","32.4"
"5000-0400-00-748IND","1417","Ladies Suede Moccasins","","","","","6233","0","75","32.4"
"5000-0400-00-748IND","1417","Ladies Suede Moccasins","","","","","6236","0","75","32.4"
"5000-0400-00-748IND","1417","Ladies Suede Moccasins","","","","","7345","1","75","32.4"
"5000-0400-00-748IND","1417","Ladies Suede Moccasins","","","","","7346","0","75","32.4"
"5000-0400-00-748IND","1417","Ladies Suede Moccasins","","","","","7347","0","75","32.4"
"5000-0400-00-748IND","1417","Ladies Suede Moccasins","","","","","7348","0","75","32.4"
"989","1426","Suede Moccasins for Men","","","","","6379","3","144","62.5"
"989","1426","Suede Moccasins for Men","","","","","6380","0","144","62.5"
"989","1426","Suede Moccasins for Men","","","","","7371","0","144","62.5"
"989","1426","Suede Moccasins for Men","","","","","7372","0","144","62.5"
"989","1426","Suede Moccasins for Men","","","","","7373","0","144","62.5"
"989","1426","Suede Moccasins for Men","","","","","7374","0","144","62.5"
"989","1426","Suede Moccasins for Men","","","","","7375","0","144","62.5"
"989","1426","Suede Moccasins for Men","","","","","7532","0","144","62.5"
"989","1426","Suede Moccasins for Men","","","","","7533","0","144","62.5"
"989","1426","Suede Moccasins for Men","","","","","7534","0","144","62.5"
"3332","1530","Loop Bail for Pendant","","","","","","2","40","15"
"9816-0408-86-981486BL","1663","Ladies Mukluks","","","","","6579","0","467","203.04"
"9816-0408-86-981486BL","1663","Ladies Mukluks","","","","","6581","0","467","203.04"
"9816-0408-86-981486BL","1663","Ladies Mukluks","","","","","6582","0","467","203.04"
"9816-0408-86-981486BL","1663","Ladies Mukluks","","","","","7637","0","467","203.04"
"9816-0408-86-981486BL","1663","Ladies Mukluks","","","","","7638","0","467","203.04"
"9816-0408-86-981486BL","1663","Ladies Mukluks","","","","","7639","2","467","203.04"
"9816-0408-86-981486BL","1663","Ladies Mukluks","","","","","7640","0","467","203.04"
"9816-0408-86-981486BL","1663","Ladies Mukluks","","","","","7641","0","467","203.04"
"9816-0408-86-981486BL","1663","Ladies Mukluks","","","","","7642","0","467","203.04"
"3487-66233","1745","Stud Earrings","","","","","","3","28","10.14"
"3543-66230","1775","Stud Earrings","","","","","","7","25","8.33"
"5000-0000-27-78DKTCK","2284","Ladies Suede Moccasins","","","","","6614","0","92","39.7"
"5000-0000-27-78DKTCK","2284","Ladies Suede Moccasins","","","","","6615","0","92","39.7"
"5000-0000-27-78DKTCK","2284","Ladies Suede Moccasins","","","","","6616","0","92","39.7"
"5000-0000-27-78DKTCK","2284","Ladies Suede Moccasins","","","","","6617","1","92","39.7"
"5000-0000-27-78DKTCK","2284","Ladies Suede Moccasins","","","","","6618","0","92","39.7"
"5000-0000-27-78DKTCK","2284","Ladies Suede Moccasins","","","","","7385","0","92","39.7"
"5000-0000-27-78DKTCK","2284","Ladies Suede Moccasins","","","","","7386","1","92","39.7"
"5000-0000-27-78DKTCK","2284","Ladies Suede Moccasins","","","","","7387","0","92","39.7"
"5000-0000-27-78DKTCK","2284","Ladies Suede Moccasins","","","","","7388","0","92","39.7"
"W13023-WNS0801NC0IB","2408","Kaplan Tank ""Wisdom Keepers""","","","","","6663","1","129","60"
"W13023-WNS0801NC0IB","2408","Kaplan Tank ""Wisdom Keepers""","","","","","6664","1","129","60"
"W13023-WNS0801NC0IB","2408","Kaplan Tank ""Wisdom Keepers""","","","","","6665","0","129","60"
"W13023-WNS0801NC0IB","2408","Kaplan Tank ""Wisdom Keepers""","","","","","6666","0","129","60"
"W13023-WNS0801NC0IB","2408","Kaplan Tank ""Wisdom Keepers""","","","","","6667","1","129","60"
"6019-0308-41MODKT-9113MO","2686","Ladies Suede Moccasins","","","","","6692","1","157","68.3"
"6019-0308-41MODKT-9113MO","2686","Ladies Suede Moccasins","","","","","6694","0","157","68.3"
"6019-0308-41MODKT-9113MO","2686","Ladies Suede Moccasins","","","","","6697","0","157","68.3"
"6019-0308-41MODKT-9113MO","2686","Ladies Suede Moccasins","","","","","7427","1","157","68.3"
"6019-0308-41MODKT-9113MO","2686","Ladies Suede Moccasins","","","","","7428","1","157","68.3"
"6019-0308-41MODKT-9113MO","2686","Ladies Suede Moccasins","","","","","7429","1","157","68.3"
"6019-0308-41MODKT-9113MO","2686","Ladies Suede Moccasins","","","","","7430","1","157","68.3"
"6019-0308-41MODKT-9113MO","2686","Ladies Suede Moccasins","","","","","7431","2","157","68.3"
"6019-0308-41MODKT-9113MO","2686","Ladies Suede Moccasins","","","","","7432","0","157","68.3"
"A10004-UAC0701NC01","2773","""Merging Earth and Sky"" Mask","","","","","6743","1","18","15.94"
"A10004-UAC0701NC01","2773","""Merging Earth and Sky"" Mask","","","","","6744","5","18","15.94"
"A10004-UAC0701NC01","2773","""Merging Earth and Sky"" Mask","","","","","6745","9","18","15.94"
"A10004-UAC0701NC01","2773","""Merging Earth and Sky"" Mask","","","","","6746","14","18","15.94"
"A10004-UAC0701NC01","2773","""Merging Earth and Sky"" Mask","","","","","6747","9","18","15.94"
"A17063-UAC0701NC02","2791","""Depth"" Mask","","","","","6748","1","18","15.14"
"A17063-UAC0701NC02","2791","""Depth"" Mask","","","","","6749","2","18","15.14"
"A17063-UAC0701NC02","2791","""Depth"" Mask","","","","","6750","1","18","15.14"
"A17063-UAC0701NC02","2791","""Depth"" Mask","","","","","6751","11","18","15.14"
"A17063-UAC0701NC02","2791","""Depth"" Mask","","","","","6752","9","18","15.14"
"A17064-UAC0701NC03","2792","""Motter Love"" Mask","","","","","6753","2","18","15.94"
"A17064-UAC0701NC03","2792","""Motter Love"" Mask","","","","","6754","0","18","15.94"
"A17064-UAC0701NC03","2792","""Motter Love"" Mask","","","","","6755","15","18","15.94"
"A17064-UAC0701NC03","2792","""Motter Love"" Mask","","","","","6756","12","18","15.94"
"A17064-UAC0701NC03","2792","""Motter Love"" Mask","","","","","6757","7","18","15.94"
"A16058-UAC0701NC04","2793","""Silent Seekers"" Mask","","","","","6758","0","18","15.94"
"A16058-UAC0701NC04","2793","""Silent Seekers"" Mask","","","","","6759","2","18","15.94"
"A16058-UAC0701NC04","2793","""Silent Seekers"" Mask","","","","","6760","12","18","15.94"
"A16058-UAC0701NC04","2793","""Silent Seekers"" Mask","","","","","6761","7","18","15.94"
"A16058-UAC0701NC04","2793","""Silent Seekers"" Mask","","","","","6762","23","18","15.94"
"A16051-UAC0701NC05","2794","""Northern Keepers"" Mask","","","","","6763","0","18","15.94"
"A16051-UAC0701NC05","2794","""Northern Keepers"" Mask","","","","","6764","1","18","15.94"
"A16051-UAC0701NC05","2794","""Northern Keepers"" Mask","","","","","6765","3","18","15.94"
"A16051-UAC0701NC05","2794","""Northern Keepers"" Mask","","","","","6766","3","18","15.94"
"A16051-UAC0701NC05","2794","""Northern Keepers"" Mask","","","","","6767","6","18","15.94"
"A10044-UAC0701NC07","2795","""Going Home"" Mask","","","","","6768","2","18","15.94"
"A10044-UAC0701NC07","2795","""Going Home"" Mask","","","","","6769","4","18","15.94"
"A10044-UAC0701NC07","2795","""Going Home"" Mask","","","","","6770","0","18","15.94"
"A10044-UAC0701NC07","2795","""Going Home"" Mask","","","","","6771","16","18","15.94"
"A10044-UAC0701NC07","2795","""Going Home"" Mask","","","","","6772","16","18","15.94"
"A01028-UAC0701NC08","2796","""Giving Thanks"" Mask","","","","","6773","0","18","15.94"
"A01028-UAC0701NC08","2796","""Giving Thanks"" Mask","","","","","6774","0","18","15.94"
"A01028-UAC0701NC08","2796","""Giving Thanks"" Mask","","","","","6775","0","18","15.94"
"A01028-UAC0701NC08","2796","""Giving Thanks"" Mask","","","","","6776","26","18","15.94"
"A01028-UAC0701NC08","2796","""Giving Thanks"" Mask","","","","","6777","9","18","15.94"
"W13023-UAC0701NC09","2798","""Water and Spirit Buffalo"" Mask","","","","","6778","2","18","15.94"
"W13023-UAC0701NC09","2798","""Water and Spirit Buffalo"" Mask","","","","","6779","0","18","15.94"
"W13023-UAC0701NC09","2798","""Water and Spirit Buffalo"" Mask","","","","","6780","5","18","15.94"
"W13023-UAC0701NC09","2798","""Water and Spirit Buffalo"" Mask","","","","","6781","22","18","15.94"
"W13023-UAC0701NC09","2798","""Water and Spirit Buffalo"" Mask","","","","","6782","24","18","15.94"
"A17065-UAC0701NC0C","2799","""Forest Temple"" Mask","","","","","6783","0","18","15.94"
"A17065-UAC0701NC0C","2799","""Forest Temple"" Mask","","","","","6784","4","18","15.94"
"A17065-UAC0701NC0C","2799","""Forest Temple"" Mask","","","","","6785","9","18","15.94"
"A17065-UAC0701NC0C","2799","""Forest Temple"" Mask","","","","","6786","5","18","15.94"
"A17065-UAC0701NC0C","2799","""Forest Temple"" Mask","","","","","6787","11","18","15.94"
"W12018-UAC0701NC0D","2800","""Early Evening Flowing into Fall"" Mask","","","","","6788","0","18","15.94"
"W12018-UAC0701NC0D","2800","""Early Evening Flowing into Fall"" Mask","","","","","6789","4","18","15.94"
"W12018-UAC0701NC0D","2800","""Early Evening Flowing into Fall"" Mask","","","","","6790","0","18","15.94"
"W12018-UAC0701NC0D","2800","""Early Evening Flowing into Fall"" Mask","","","","","6791","8","18","15.94"
"W12018-UAC0701NC0D","2800","""Early Evening Flowing into Fall"" Mask","","","","","6792","6","18","15.94"
"A08013-UAC0701NC0F","2801","""New Day"" Mask","","","","","6793","4","18","15.94"
"A08013-UAC0701NC0F","2801","""New Day"" Mask","","","","","6794","3","18","15.94"
"A08013-UAC0701NC0F","2801","""New Day"" Mask","","","","","6795","8","18","15.94"
"A08013-UAC0701NC0F","2801","""New Day"" Mask","","","","","6796","11","18","15.94"
"A08013-UAC0701NC0F","2801","""New Day"" Mask","","","","","6797","4","18","15.94"
"A16059-UAC0701NC0I","2802","""Wisdom Keepers"" Mask","","","","","6798","0","18","15.94"
"A16059-UAC0701NC0I","2802","""Wisdom Keepers"" Mask","","","","","6799","3","18","15.94"
"A16059-UAC0701NC0I","2802","""Wisdom Keepers"" Mask","","","","","6800","8","18","15.94"
"A16059-UAC0701NC0I","2802","""Wisdom Keepers"" Mask","","","","","6801","13","18","15.94"
"A16059-UAC0701NC0I","2802","""Wisdom Keepers"" Mask","","","","","6802","12","18","15.94"
"A13041-UAC0701NC0EA","2904","""Lapinx"" Mask","","","","","6830","0","18","15.94"
"A13041-UAC0701NC0EA","2904","""Lapinx"" Mask","","","","","6831","2","18","15.94"
"A13041-UAC0701NC0EA","2904","""Lapinx"" Mask","","","","","6832","11","18","15.94"
"A13041-UAC0701NC0EA","2904","""Lapinx"" Mask","","","","","6833","6","18","15.94"
"A13041-UAC0701NC0EA","2904","""Lapinx"" Mask","","","","","6834","10","18","15.94"
"A07020-UAC0701NC0AA","2905","""Journey to the Spirit World"" Mask","","","","","6835","0","18","15.94"
"A07020-UAC0701NC0AA","2905","""Journey to the Spirit World"" Mask","","","","","6836","0","18","15.94"
"A07020-UAC0701NC0AA","2905","""Journey to the Spirit World"" Mask","","","","","6837","5","18","15.94"
"A07020-UAC0701NC0AA","2905","""Journey to the Spirit World"" Mask","","","","","6838","5","18","15.94"
"A07020-UAC0701NC0AA","2905","""Journey to the Spirit World"" Mask","","","","","6839","1","18","15.94"
"W17062-UAC0701NC0GA","2907","""Horizon"" Mask","","","","","6840","0","18","15.94"
"W17062-UAC0701NC0GA","2907","""Horizon"" Mask","","","","","6841","0","18","15.94"
"W17062-UAC0701NC0GA","2907","""Horizon"" Mask","","","","","6842","0","18","15.94"
"W17062-UAC0701NC0GA","2907","""Horizon"" Mask","","","","","6843","6","18","15.94"
"W17062-UAC0701NC0GA","2907","""Horizon"" Mask","","","","","6844","7","18","15.94"
"A08011-UAC0701NC0HA","2908","""Whisper"" Mask","","","","","6845","0","18","15.94"
