"Product name","Reference code","Combinations Reference code","Quantity","Pre-tax wholesale price","Pre-tax retail price","Combinations wholesale price","Product Combinations ID","Product ID"
"Hammered Band","82315","","1","33.08","76.00","0.00","12007","16073"
"Hammered Band","82315","","1","33.08","76.00","0.00","12008","16073"
"Hammered Band","82315","","0","33.08","76.00","0.00","12009","16073"
"Hammered Band","82315","","0","33.08","76.00","0.00","12010","16073"
"Hammered Band","82315","","0","33.08","76.00","0.00","12011","16073"
"Hammered Band","82315","","0","33.08","76.00","0.00","12012","16073"
"Hammered Band","82315","","1","33.08","76.00","0.00","12013","16073"
"Hammered Band","82315","","2","33.08","76.00","0.00","12014","16073"
"Turquoise Ring","83310","","0","91.10","210.00","0.00","12020","16075"
"Turquoise Ring","83310","","1","91.10","210.00","0.00","12021","16075"
"Turquoise Ring","83310","","0","91.10","210.00","0.00","12022","16075"
"Turquoise Ring","83310","","1","91.10","210.00","0.00","12023","16075"
"Turquoise Ring","83310","","0","91.10","210.00","0.00","12024","16075"
"Hammered Band","83335","","0","10.15","26.00","0.00","12030","16077"
"Hammered Band","83335","","1","10.15","26.00","0.00","12031","16077"
"Hammered Band","83335","","1","10.15","26.00","0.00","12032","16077"
"Hammered Band","83335","","1","10.15","26.00","0.00","12033","16077"
"Hammered Band","83335","","0","10.15","26.00","0.00","12034","16077"
"Hammered Band","83335","","0","10.15","26.00","0.00","12035","16077"
"Hammered Band","83335","","0","10.15","26.00","0.00","12036","16077"
"Hammered Band","83335","","0","10.15","26.00","0.00","12037","16077"
"Hammered Band","83335","","1","10.15","26.00","0.00","12293","16077"
"Oxidized Owl Ring","83535","","0","10.82","26.00","0.00","12294","16079"
"Oxidized Owl Ring","83535","","1","10.82","26.00","0.00","12295","16079"
"Oxidized Owl Ring","83535","","1","10.82","26.00","0.00","12296","16079"
"Oxidized Owl Ring","83535","","0","10.82","26.00","0.00","12297","16079"
"Oxidized Owl Ring","83535","","0","10.82","26.00","0.00","12298","16079"
"Oxidized Owl Ring","83535","","0","10.82","26.00","0.00","12299","16079"
"Oxidized Owl Ring","83535","","0","10.82","26.00","0.00","12300","16079"
"Oxidized Owl Ring","83535","","0","10.82","26.00","0.00","12301","16079"
"3mm Silver Band","83813","","0","16.88","40.00","0.00","12106","16088"
"3mm Silver Band","83813","","1","16.88","40.00","0.00","12107","16088"
"3mm Silver Band","83813","","0","16.88","40.00","0.00","12108","16088"
"3mm Silver Band","83813","","0","16.88","40.00","0.00","12109","16088"
"3mm Silver Band","83813","","1","16.88","40.00","0.00","12110","16088"
"3mm Silver Band","83813","","0","16.88","40.00","0.00","12111","16088"
"3mm Silver Band","83813","","0","16.88","40.00","0.00","12112","16088"
"3mm Silver Band","83813","","0","16.88","40.00","0.00","12113","16088"
"Turquoise Ring","83831","","1","152.17","350.00","0.00","12218","16106"
"Turquoise Ring","83831","","0","152.17","350.00","0.00","12219","16106"
"Turquoise Ring","83831","","1","152.17","350.00","0.00","12220","16106"
"Turquoise Ring","83831","","1","152.17","350.00","0.00","12221","16106"
"Turquoise Ring","83831","","1","152.17","350.00","0.00","12222","16106"
"3mm Copper Ring","82642","","0","4.20","15.00","0.00","12745","16398"
"3mm Copper Ring","82642","","1","4.20","15.00","0.00","12746","16398"
"3mm Copper Ring","82642","","1","4.20","15.00","0.00","12747","16398"
"3mm Copper Ring","82642","","1","4.20","15.00","0.00","12748","16398"
"3mm Copper Ring","82642","","2","4.20","15.00","0.00","12749","16398"
"3mm Copper Ring","82642","","1","4.20","15.00","0.00","13008","16398"
"3mm Copper Ring","82642","","0","4.20","15.00","0.00","13009","16398"
"3mm Copper Ring","82642","","1","4.20","15.00","0.00","13010","16398"
"3mm Copper Ring","82642","","1","4.20","15.00","0.00","13020","16398"
"6mm Copper Ring","82644","","1","6.95","18.00","0.00","12751","16399"
"6mm Copper Ring","82644","","3","6.95","18.00","0.00","12752","16399"
"6mm Copper Ring","82644","","2","6.95","18.00","0.00","12753","16399"
"6mm Copper Ring","82644","","2","6.95","18.00","0.00","12754","16399"
"6mm Copper Ring","82644","","1","6.95","18.00","0.00","12755","16399"
"6mm Copper Ring","82644","","1","6.95","18.00","0.00","12756","16399"
"6mm Copper Ring","82644","","1","6.95","18.00","0.00","12757","16399"
"6mm Copper Ring","82644","","1","6.95","18.00","0.00","13011","16399"
"8mm Hammered Copper Ring","82646","","2","7.79","20.00","0.00","12758","16400"
"8mm Hammered Copper Ring","82646","","2","7.79","20.00","0.00","12759","16400"
"8mm Hammered Copper Ring","82646","","0","7.79","20.00","0.00","12760","16400"
"8mm Hammered Copper Ring","82646","","2","7.79","20.00","0.00","12761","16400"
"8mm Hammered Copper Ring","82646","","0","7.79","20.00","0.00","12762","16400"
"8mm Hammered Copper Ring","82646","","0","7.79","20.00","0.00","12763","16400"
"8mm Hammered Copper Ring","82646","","1","7.79","20.00","0.00","12764","16400"
"8mm Hammered Copper Ring","82646","","1","7.79","20.00","0.00","13012","16400"
"Oxidized Rainbow Moonstone Ring","83457","","0","37.15","95.00","0.00","13201","17179"
"Oxidized Rainbow Moonstone Ring","83457","","0","37.15","95.00","0.00","13202","17179"
"Oxidized Rainbow Moonstone Ring","83457","","0","37.15","95.00","0.00","13203","17179"
"Oxidized Rainbow Moonstone Ring","83457","","1","37.15","95.00","0.00","13204","17179"
"Oxidized Rainbow Moonstone Ring","83457","","1","37.15","95.00","0.00","13205","17179"
"Oxidized Rainbow Moonstone Ring","83457","","0","37.15","95.00","0.00","13206","17179"
"4.7mm Hammered Copper Ring","84032","","0","8.70","22.00","0.00","13234","17182"
"4.7mm Hammered Copper Ring","84032","","0","8.70","22.00","0.00","13235","17182"
"4.7mm Hammered Copper Ring","84032","","1","8.70","22.00","0.00","13236","17182"
"4.7mm Hammered Copper Ring","84032","","0","8.70","22.00","0.00","13237","17182"
"4.7mm Hammered Copper Ring","84032","","0","8.70","22.00","0.00","13238","17182"
"4.7mm Hammered Copper Ring","84032","","0","8.70","22.00","0.00","13239","17182"
"4.7mm Hammered Copper Ring","84032","","1","8.70","22.00","0.00","13240","17182"
"4.7mm Hammered Copper Ring","84032","","1","8.70","22.00","0.00","13241","17182"
"4.7mm Hammered Copper Ring","84032","","0","8.70","22.00","0.00","13242","17182"
"4.7mm Hammered Copper Ring","84032","","0","8.70","22.00","0.00","13243","17182"
"3.2mm Flat Edge Copper Ring","84033","","0","6.52","18.00","0.00","13244","17183"
"3.2mm Flat Edge Copper Ring","84033","","0","6.52","18.00","0.00","13245","17183"
"3.2mm Flat Edge Copper Ring","84033","","1","6.52","18.00","0.00","13246","17183"
"3.2mm Flat Edge Copper Ring","84033","","1","6.52","18.00","0.00","13247","17183"
"3.2mm Flat Edge Copper Ring","84033","","1","6.52","18.00","0.00","13248","17183"
"3.2mm Flat Edge Copper Ring","84033","","1","6.52","18.00","0.00","13249","17183"
"3.2mm Flat Edge Copper Ring","84033","","1","6.52","18.00","0.00","13250","17183"
"3.2mm Flat Edge Copper Ring","84033","","0","6.52","18.00","0.00","13251","17183"
"3.2mm Flat Edge Copper Ring","84033","","0","6.52","18.00","0.00","13252","17183"
"3.2mm Flat Edge Copper Ring","84033","","0","6.52","18.00","0.00","13253","17183"
"Turquoise Ring","84039","","0","18.37","48.00","0.00","13269","17185"
"Turquoise Ring","84039","","1","18.37","48.00","0.00","13270","17185"
"Turquoise Ring","84039","","1","18.37","48.00","0.00","13271","17185"
"Turquoise Ring","84039","","1","18.37","48.00","0.00","13272","17185"
