"Reference code","Product name","Product Combinations ID","Pre-tax retail price","Quantity","Product ID"
"A14051-WDR2601NC0TA","Kate Dress ""Gezaluwejit""","7989","149","0","4871"
"A14051-WPA0301NC0TA","Carla Palazzo ""Gezaluwejit""","8007","169","1","5122"
"A14051-WPA0301NC0TA","Carla Palazzo ""Gezaluwejit""","8008","169","1","5122"
"A14051-WPA0301NC0TA","Carla Palazzo ""Gezaluwejit""","8009","169","0","5122"
"A14051-WPA0301NC0TA","Carla Palazzo ""Gezaluwejit""","8010","169","1","5122"
"A14051-WPA0301NC0TA","Carla Palazzo ""Gezaluwejit""","8011","169","1","5122"
"A08013-7","Card - New Day","","5.5","5","61"
"SKU:53-53-617","Bill Helin Killer Whale Halo Mug","","11","5","119"
"3543","Stud Earrings","","30","5","1775"
"A09006-WAC0201NC06A","Vivienne Scarf ""The River Keeper""","","49","5","849"
"3551","Stud Earrings","","30","5","1783"
"A14051-UAC1201NC0TA","Bastien Pillow ""Gezaluwejit""","","49","5","5183"
"SKU: 51-51-337","Anthony Joseph Salmon Halo Mug","","11","5","200"
"SKU: 52-52-851","Kelly Robinson Eagle Passport Purse","","35","5","368"
"A18066-UAC0401NC0UA","Nino Place Mats ""Under the Same Sky""","","15","5","4552"
"SKU: 45-45-213","Mark Garfield Raven Trivet or Coasters","","12.5","5","3553"
"SKU: 54-54-206x12","Porte-monnaie Bear Box","106","28.75","2","501"
"SKU: 54-54-206x12","Porte-monnaie Bear Box","107","28.75","0","501"
"SKU: 54-54-206x12","Porte-monnaie Bear Box","108","28.75","0","501"
"SKU: 54-54-206x12","Porte-monnaie Bear Box","109","28.75","0","501"
"SKU: 54-54-206x12","Porte-monnaie Bear Box","110","28.75","0","501"
"SKU: 54-54-206x12","Porte-monnaie Bear Box","111","28.75","0","501"
"SKU: 54-54-206x12","Porte-monnaie Bear Box","112","28.75","0","501"
"SKU: 54-54-206x12","Porte-monnaie Bear Box","113","28.75","1","501"
"SKU: 54-54-206x12","Porte-monnaie Bear Box","114","28.75","0","501"
"SKU: 54-54-206x12","Porte-monnaie Bear Box","115","28.75","1","501"
"SKU: 54-54-206x12","Porte-monnaie Bear Box","116","28.75","1","501"
"SKU: 54-54-206x12","Porte-monnaie Bear Box","117","28.75","0","501"
"SKU: 54-54-116x3","Moccasins Bear Box","1087","65","0","485"
"SKU: 54-54-116x3","Moccasins Bear Box","1088","65","4","485"
"SKU: 54-54-116x3","Moccasins Bear Box","1089","65","1","485"
"A17063-WDR2601NC02A","Kate Dress ""Depth""","1395","149","1","825"
"A17063-WDR2601NC02A","Kate Dress ""Depth""","1396","149","1","825"
"A17063-WDR2601NC02A","Kate Dress ""Depth""","1397","149","1","825"
"A17063-WDR2601NC02A","Kate Dress ""Depth""","1398","149","1","825"
"A17063-WDR2601NC02A","Kate Dress ""Depth""","1399","149","1","825"
"A17064-WSS0701NC03C","Yoko Cape Tunic ""M'Otter Love""","1465","129","1","858"
"A17064-WSS0701NC03C","Yoko Cape Tunic ""M'Otter Love""","2070","129","1","858"
"A17064-WSS0701NC03C","Yoko Cape Tunic ""M'Otter Love""","2071","129","1","858"
"A17064-WSS0701NC03C","Yoko Cape Tunic ""M'Otter Love""","2072","129","1","858"
"A17064-WSS0701NC03C","Yoko Cape Tunic ""M'Otter Love""","2073","129","1","858"
"A17063-WSS0901NC02A","K Smith T-Shirt ""Depth""","2313","79","0","821"
"A17063-WSS0901NC02A","K Smith T-Shirt ""Depth""","2314","79","2","821"
"A17063-WSS0901NC02A","K Smith T-Shirt ""Depth""","2315","79","2","821"
"A17063-WSS0901NC02A","K Smith T-Shirt ""Depth""","2316","79","0","821"
"A17063-WSS0901NC02A","K Smith T-Shirt ""Depth""","2317","79","1","821"
"A17064-WBL0601NCO3A","Kimono ""M'Otter Love""","2368","109","5","977"
"A07020-WBL0301NC0AA","Frida Cardigan ""Journey to the Spirit World""","2922","129","1","920"
"A07020-WBL0301NC0AA","Frida Cardigan ""Journey to the Spirit World""","2923","129","1","920"
"A07020-WBL0301NC0AA","Frida Cardigan ""Journey to the Spirit World""","2924","129","2","920"
"A07020-WBL0301NC0AA","Frida Cardigan ""Journey to the Spirit World""","2925","129","0","920"
"A07020-WBL0301NC0AA","Frida Cardigan ""Journey to the Spirit World""","2926","129","1","920"
"A17063-WSS0701NC02A","Yoko Cape Tunic ""Depth""","3177","129","1","856"
"A17063-WSS0701NC02A","Yoko Cape Tunic ""Depth""","3178","129","1","856"
"A17063-WSS0701NC02A","Yoko Cape Tunic ""Depth""","3179","129","1","856"
"A17063-WSS0701NC02A","Yoko Cape Tunic ""Depth""","3180","129","1","856"
"A17063-WSS0701NC02A","Yoko Cape Tunic ""Depth""","3181","129","1","856"
"A17063-WNS0701NC02A","Coco Tank ""Depth""","3297","69","1","964"
"A17063-WNS0701NC02A","Coco Tank ""Depth""","3298","69","0","964"
"A17063-WNS0701NC02A","Coco Tank ""Depth""","3299","69","3","964"
"A17063-WNS0701NC02A","Coco Tank ""Depth""","3300","69","0","964"
"A17063-WNS0701NC02A","Coco Tank ""Depth""","3301","69","1","964"
"150BR","Ballerina Slippers","3408","96","1","1079"
"150BR","Ballerina Slippers","3413","96","1","1079"
"6080-0408-41BL-653","Suede Slippers for Men","3718","0","1","1105"
"6080-0408-41BL-653","Suede Slippers for Men","3719","0","1","1105"
"6080-0408-41BL-653","Suede Slippers for Men","3720","0","1","1105"
"6080-0408-41BL-653","Suede Slippers for Men","3721","0","1","1105"
"6080-0408-41BL-653","Suede Slippers for Men","3722","0","0","1105"
"6080-0408-41BL-653","Suede Slippers for Men","3723","0","0","1105"
"6080-0408-41BL-653","Suede Slippers for Men","3724","0","0","1105"
"54-54-208","Passport Pouch Bear Box","4097","62","0","509"
"54-54-208","Passport Pouch Bear Box","4098","62","1","509"
"54-54-208","Passport Pouch Bear Box","4099","62","1","509"
"54-54-208","Passport Pouch Bear Box","4100","62","1","509"
"54-54-208","Passport Pouch Bear Box","4102","62","1","509"
"54-54-208","Passport Pouch Bear Box","4121","62","1","509"
"9816-0408-86-981486BL","Ladies Mukluks","6579","467","0","1663"
"9816-0408-86-981486BL","Ladies Mukluks","6581","467","1","1663"
"9816-0408-86-981486BL","Ladies Mukluks","6582","467","1","1663"
"5000-0000-27-78DKTCK","Ladies Suede Moccasins","6614","73","0","2284"
"5000-0000-27-78DKTCK","Ladies Suede Moccasins","6615","73","2","2284"
"5000-0000-27-78DKTCK","Ladies Suede Moccasins","6616","73","1","2284"
"5000-0000-27-78DKTCK","Ladies Suede Moccasins","6617","73","1","2284"
"5000-0000-27-78DKTCK","Ladies Suede Moccasins","6618","73","1","2284"
"110","Leather Moccasins for Babies","6712","42","1","2693"
"110","Leather Moccasins for Babies","6713","42","1","2693"
"110","Leather Moccasins for Babies","6714","42","1","2693"
"6080-0408-41BL-653","Suede Slippers for Men","6907","0","1","1105"
"150BR","Ballerina Slippers","7231","96","0","1079"
"150BR","Ballerina Slippers","7232","96","0","1079"
"150BR","Ballerina Slippers","7233","96","1","1079"
"150BR","Ballerina Slippers","7234","96","2","1079"
"6080-0408-41BL-653","Suede Slippers for Men","7302","0","0","1105"
"6080-0408-41BL-653","Suede Slippers for Men","7303","0","0","1105"
"5000-0000-27-78DKTCK","Ladies Suede Moccasins","7385","73","0","2284"
"5000-0000-27-78DKTCK","Ladies Suede Moccasins","7386","73","0","2284"
"5000-0000-27-78DKTCK","Ladies Suede Moccasins","7387","73","0","2284"
"5000-0000-27-78DKTCK","Ladies Suede Moccasins","7388","73","0","2284"
"110","Leather Moccasins for Babies","7433","42","0","2693"
"110","Leather Moccasins for Babies","7434","42","1","2693"
"110","Leather Moccasins for Babies","7435","42","1","2693"
"9816-0408-86-981486BL","Ladies Mukluks","7637","467","0","1663"
"9816-0408-86-981486BL","Ladies Mukluks","7638","467","0","1663"
"9816-0408-86-981486BL","Ladies Mukluks","7639","467","2","1663"
"9816-0408-86-981486BL","Ladies Mukluks","7640","467","1","1663"
"9816-0408-86-981486BL","Ladies Mukluks","7641","467","0","1663"
"9816-0408-86-981486BL","Ladies Mukluks","7642","467","0","1663"
"54-54-208","Passport Pouch Bear Box","7834","62","0","509"
"A18066-WBL0601NCOUA","Kimono ""Under the Same Sky""","7984","109","5","4867"
"A14051-WNS0701NC0TA","Coco Tank ""Gezaluwejit""","8036","69","1","5215"
"A14051-WNS0701NC0TA","Coco Tank ""Gezaluwejit""","8037","69","1","5215"
"A14051-WNS0701NC0TA","Coco Tank ""Gezaluwejit""","8038","69","2","5215"
"A14051-WNS0701NC0TA","Coco Tank ""Gezaluwejit""","8039","69","0","5215"
"A14051-WNS0701NC0TA","Coco Tank ""Gezaluwejit""","8040","69","1","5215"
"A18066-WLS01701NC0UA","Mia Farrow Turtleneck ""Under the Same Sky""","8046","139","2","5224"
"A18066-WLS01701NC0UA","Mia Farrow Turtleneck ""Under the Same Sky""","8047","139","0","5224"
"A18066-WLS01701NC0UA","Mia Farrow Turtleneck ""Under the Same Sky""","8048","139","1","5224"
"A18066-WLS01701NC0UA","Mia Farrow Turtleneck ""Under the Same Sky""","8049","139","1","5224"
"A18066-WLS01701NC0UA","Mia Farrow Turtleneck ""Under the Same Sky""","8050","139","1","5224"
"A14051-WLS0701NC0TA","Marlene ""Gezaluwejit""","8104","129","0","5724"
"A14051-WLS0701NC0TA","Marlene ""Gezaluwejit""","8105","129","0","5724"
"A14051-WLS0701NC0TA","Marlene ""Gezaluwejit""","8106","129","2","5724"
"A14051-WLS0701NC0TA","Marlene ""Gezaluwejit""","8107","129","1","5724"
"A14051-WLS0701NC0TA","Marlene ""Gezaluwejit""","8108","129","2","5724"
"A17065-UAC0301NC0CC","Pablo Pillow ""Forest Temple""","","49","6","870"
"A18066-WAC0601NC0UA","Claudia Shawl ""Under the Same Sky""","","99","6","5214"
"A08013-WAC0201NC0FC","Vivienne Scarf ""New Day""","","49","6","997"
"W12018-7","Card - Early Evening Flowing Into Fall","","5.5","6","113"
"3542","Stud Earrings","","30","6","1774"
"A17064-7","Card - M'Otter love","","5.5","6","784"
"W13025-6","Small Print - Passage","","25","6","629"
"3545","Stud Earrings","","30","6","1777"
"A19054-6","Small Print - Footprint","","25","6","4088"
"A17064-UAC0401NC03A","Nino Place Mats ""M'Otter Love""","","15","6","4553"
"A17064-WDR2601NC03D","Kate Dress ""M'Otter Love""","1390","149","1","826"
"A17064-WDR2601NC03D","Kate Dress ""M'Otter Love""","1391","149","1","826"
"A17064-WDR2601NC03D","Kate Dress ""M'Otter Love""","1392","149","2","826"
"A17064-WDR2601NC03D","Kate Dress ""M'Otter Love""","1393","149","1","826"
"A17064-WDR2601NC03D","Kate Dress ""M'Otter Love""","1394","149","1","826"
"A16058-WSS0901NC04A","K Smith T-Shirt ""Silent Seekers""","1405","79","1","820"
"A16058-WSS0901NC04A","K Smith T-Shirt ""Silent Seekers""","1406","79","1","820"
"A16058-WSS0901NC04A","K Smith T-Shirt ""Silent Seekers""","1407","79","1","820"
"A16058-WSS0901NC04A","K Smith T-Shirt ""Silent Seekers""","1408","79","2","820"
"A16058-WSS0901NC04A","K Smith T-Shirt ""Silent Seekers""","1409","79","1","820"
"A16058-WNS0801NC04B","Kaplan Tank ""Silent Seekers""","1415","129","3","823"
"A16058-WNS0801NC04B","Kaplan Tank ""Silent Seekers""","1416","129","1","823"
"A16058-WNS0801NC04B","Kaplan Tank ""Silent Seekers""","1417","129","1","823"
"A16058-WNS0801NC04B","Kaplan Tank ""Silent Seekers""","1418","129","0","823"
"A16058-WNS0801NC04B","Kaplan Tank ""Silent Seekers""","1419","129","1","823"
"A17065-WBL0601NCOCA","Kimono ""Forest Temple""","2370","109","6","979"
"A16058-WBL0601NCO4A","Kimono ""Silent Seekers""","2867","109","6","1059"
"A08013-WNS0801NC0FC","Kaplan Tank ""New Day""","3277","129","2","944"
"A08013-WNS0801NC0FC","Kaplan Tank ""New Day""","3278","129","3","944"
"A08013-WNS0801NC0FC","Kaplan Tank ""New Day""","3279","129","1","944"
"A08013-WNS0801NC0FC","Kaplan Tank ""New Day""","3280","129","0","944"
"A08013-WNS0801NC0FC","Kaplan Tank ""New Day""","3281","129","0","944"
"150TQ","Ballerina Slippers","3468","96","2","1084"
"150TQ","Ballerina Slippers","3469","96","1","1084"
"150TQ","Ballerina Slippers","3470","96","1","1084"
"150TQ","Ballerina Slippers","3471","96","0","1084"
"150TQ","Ballerina Slippers","3473","96","2","1084"
"5000-0400-00-748IND","Ladies Suede Moccasins","6228","62","1","1417"
"5000-0400-00-748IND","Ladies Suede Moccasins","6229","62","2","1417"
"5000-0400-00-748IND","Ladies Suede Moccasins","6230","62","1","1417"
"5000-0400-00-748IND","Ladies Suede Moccasins","6233","62","1","1417"
"5000-0400-00-748IND","Ladies Suede Moccasins","6236","62","1","1417"
"186/8","Leather Moccasins for Men","6870","0","0","3162"
"186/8","Leather Moccasins for Men","6872","0","2","3162"
"150TQ","Ballerina Slippers","7248","96","0","1084"
"5000-0400-00-748IND","Ladies Suede Moccasins","7345","62","0","1417"
"5000-0400-00-748IND","Ladies Suede Moccasins","7346","62","0","1417"
"5000-0400-00-748IND","Ladies Suede Moccasins","7347","62","0","1417"
"5000-0400-00-748IND","Ladies Suede Moccasins","7348","62","0","1417"
"186/8","Leather Moccasins for Men","7445","0","0","3162"
"186/8","Leather Moccasins for Men","7446","0","0","3162"
"186/8","Leather Moccasins for Men","7447","0","1","3162"
"186/8","Leather Moccasins for Men","7448","0","1","3162"
"186/8","Leather Moccasins for Men","7449","0","1","3162"
"186/8","Leather Moccasins for Men","7450","0","1","3162"
"186/8","Leather Moccasins for Men","7451","0","0","3162"
"186/8","Leather Moccasins for Men","7452","0","0","3162"
"698","Suede Moccasins for Children","7493","63","0","3756"
"698","Suede Moccasins for Children","7494","63","0","3756"
"698","Suede Moccasins for Children","7495","63","0","3756"
"698","Suede Moccasins for Children","7496","63","0","3756"
"698","Suede Moccasins for Children","7497","63","0","3756"
"698","Suede Moccasins for Children","7498","63","3","3756"
"698","Suede Moccasins for Children","7499","63","2","3756"
"698","Suede Moccasins for Children","7500","63","1","3756"
"A16058-WSS1401NC04A","Kiki T-Shirt ""Silent Seekers""","8027","89","0","5188"
"A16058-WSS1401NC04A","Kiki T-Shirt ""Silent Seekers""","8028","89","3","5188"
"A16058-WSS1401NC04A","Kiki T-Shirt ""Silent Seekers""","8029","89","3","5188"
"A16058-WSS1401NC04A","Kiki T-Shirt ""Silent Seekers""","8030","99","3","5191"
"A16058-WSS1401NC04A","Kiki T-Shirt ""Silent Seekers""","8031","99","3","5191"
"A16058-WSS1401NC04A","Kiki T-Shirt ""Silent Seekers""","8032","99","0","5191"
"A17063-7","Card - Depth","","5.5","7","782"
"A01034-6","Small Print - Reaching Out","","25","7","614"
"W18053-6","Small Print - Northern Masters","","25","7","800"
"A08013-UAC0401NC0FA","Nino Place Mats ""New Day""","","15","7","4550"
"186","Leather Moccasins for Men","2153","0","1","930"
"186","Leather Moccasins for Men","2154","0","1","930"
"186","Leather Moccasins for Men","2155","0","0","930"
"186","Leather Moccasins for Men","2156","0","1","930"
"186","Leather Moccasins for Men","2159","0","1","930"
"186","Leather Moccasins for Men","2160","0","2","930"
"402","Suede Moccasins for Children","2679","44","2","1036"
"402","Suede Moccasins for Children","2680","44","1","1036"
"402","Suede Moccasins for Children","2681","44","2","1036"
"402","Suede Moccasins for Children","2682","44","2","1036"
"A16058-WBL0301NC04A","Frida Cardigan ""Silent Seekers""","2957","129","2","956"
"A16058-WBL0301NC04A","Frida Cardigan ""Silent Seekers""","2958","129","1","956"
"A16058-WBL0301NC04A","Frida Cardigan ""Silent Seekers""","2959","129","1","956"
"A16058-WBL0301NC04A","Frida Cardigan ""Silent Seekers""","2960","129","2","956"
"A16058-WBL0301NC04A","Frida Cardigan ""Silent Seekers""","2961","129","1","956"
"A08013-WNS0701NC0FA","Coco Tank ""New Day""","3302","69","1","965"
"A08013-WNS0701NC0FA","Coco Tank ""New Day""","3303","69","2","965"
"A08013-WNS0701NC0FA","Coco Tank ""New Day""","3304","69","1","965"
"A08013-WNS0701NC0FA","Coco Tank ""New Day""","3305","69","2","965"
"A08013-WNS0701NC0FA","Coco Tank ""New Day""","3306","69","1","965"
"6080-0400-41IND-648","Suede Slippers for Men","6190","104","1","1414"
"6080-0400-41IND-648","Suede Slippers for Men","6191","104","1","1414"
"6080-0400-41IND-648","Suede Slippers for Men","6193","104","1","1414"
"6080-0400-41IND-648","Suede Slippers for Men","6196","104","1","1414"
"186","Leather Moccasins for Men","7182","0","1","930"
"186","Leather Moccasins for Men","7183","0","0","930"
"186","Leather Moccasins for Men","7184","0","0","930"
"186","Leather Moccasins for Men","7185","0","0","930"
"6080-0400-41IND-648","Suede Slippers for Men","7339","104","3","1414"
"6080-0400-41IND-648","Suede Slippers for Men","7340","104","0","1414"
"6080-0400-41IND-648","Suede Slippers for Men","7341","104","0","1414"
"6080-0400-41IND-648","Suede Slippers for Men","7342","104","0","1414"
"6080-0400-41IND-648","Suede Slippers for Men","7343","104","0","1414"
"6080-0400-41IND-648","Suede Slippers for Men","7344","104","0","1414"
"A18066-01NC0UA","""Under the Same Sky"" Mask","7973","18","0","4850"
"A18066-01NC0UA","""Under the Same Sky"" Mask","7974","18","0","4850"
"A18066-01NC0UA","""Under the Same Sky"" Mask","7975","18","0","4850"
"A18066-01NC0UA","""Under the Same Sky"" Mask","7976","18","6","4850"
"A18066-01NC0UA","""Under the Same Sky"" Mask","7977","18","1","4850"
"A18066-WPA0301NC0UA","Carla Palazzo ""Under the Same Sky""","8002","169","2","5121"
"A18066-WPA0301NC0UA","Carla Palazzo ""Under the Same Sky""","8003","169","2","5121"
"A18066-WPA0301NC0UA","Carla Palazzo ""Under the Same Sky""","8004","169","1","5121"
"A18066-WPA0301NC0UA","Carla Palazzo ""Under the Same Sky""","8005","169","1","5121"
"A18066-WPA0301NC0UA","Carla Palazzo ""Under the Same Sky""","8006","169","1","5121"
"W13053-7","Card - Roots Of Another World","","5.5","8","338"
"A01031-6","Small Print - Honoring the Giver of Life","","25","8","609"
"A17064-WNS0801NC03A","Kaplan Tank ""M'Otter Love""","1420","129","2","822"
"A17064-WNS0801NC03A","Kaplan Tank ""M'Otter Love""","1421","129","1","822"
"A17064-WNS0801NC03A","Kaplan Tank ""M'Otter Love""","1422","129","2","822"
"A17064-WNS0801NC03A","Kaplan Tank ""M'Otter Love""","1423","129","1","822"
"A17064-WNS0801NC03A","Kaplan Tank ""M'Otter Love""","1424","129","2","822"
"189","Leather Moccasins for Men","2127","0","0","927"
"189","Leather Moccasins for Men","2128","0","0","927"
"189","Leather Moccasins for Men","2129","0","0","927"
"142","Suede Moccasins for Women","2520","64","2","1021"
"142","Suede Moccasins for Women","2521","64","1","1021"
"142","Suede Moccasins for Women","2522","64.00","2","1021"
"142","Suede Moccasins for Women","2523","64.00","1","1021"
"142","Suede Moccasins for Women","2524","64.00","2","1021"
"142","Suede Moccasins for Women","2538","64.00","0","1021"
"142","Suede Moccasins for Women","2539","64.00","0","1021"
"189","Leather Moccasins for Men","2566","0.00","1","927"
"189","Leather Moccasins for Men","2567","0.00","1","927"
"402","Suede Moccasins for Babies","2689","40.00","1","1037"
"402","Suede Moccasins for Babies","2690","40.00","2","1037"
"402","Suede Moccasins for Babies","2691","40.00","2","1037"
"402","Suede Moccasins for Babies","2692","40.00","2","1037"
"402","Suede Moccasins for Babies","2693","40.00","1","1037"
"4890","Leather Moccasins for Women","2722","120.00","2","1042"
"4890","Leather Moccasins for Women","2723","120.00","0","1042"
"4890","Leather Moccasins for Women","2724","120.00","1","1042"
"4890","Leather Moccasins for Women","2725","120.00","2","1042"
"4890","Leather Moccasins for Women","2726","120.00","0","1042"
"4890","Leather Moccasins for Women","2728","120.00","1","1042"
"B489","Leather Moccasins for Women","2761","98.00","1","1045"
"B489","Leather Moccasins for Women","2763","98.00","0","1045"
"B489","Leather Moccasins for Women","2764","98.00","0","1045"
"B489","Leather Moccasins for Women","2765","98.00","2","1045"
"B489","Leather Moccasins for Women","2766","98.00","2","1045"
"B489","Leather Moccasins for Women","2767","98.00","2","1045"
"A16059-WDR2601NC01B","Kate Dress ""Wisdom Keepers""","3067","149.00","2","1006"
"A16059-WDR2601NC01B","Kate Dress ""Wisdom Keepers""","3068","149.00","2","1006"
"A16059-WDR2601NC01B","Kate Dress ""Wisdom Keepers""","3069","149.00","1","1006"
"A16059-WDR2601NC01B","Kate Dress ""Wisdom Keepers""","3070","149.00","2","1006"
"A16059-WDR2601NC01B","Kate Dress ""Wisdom Keepers""","3071","149.00","1","1006"
"A17064-WSS0901NC03B","K Smith T-Shirt ""M'Otter Love""","3312","79.00","2","865"
"A17064-WSS0901NC03B","K Smith T-Shirt ""M'Otter Love""","3313","79.00","1","865"
"A17064-WSS0901NC03B","K Smith T-Shirt ""M'Otter Love""","3314","79.00","2","865"
"A17064-WSS0901NC03B","K Smith T-Shirt ""M'Otter Love""","3315","79.00","2","865"
"A17064-WSS0901NC03B","K Smith T-Shirt ""M'Otter Love""","3316","79.00","1","865"
"150PL","Ballerina Slippers","3432","96.00","1","1081"
"150PL","Ballerina Slippers","3433","96.00","1","1081"
"150PL","Ballerina Slippers","3436","96.00","1","1081"
"150PL","Ballerina Slippers","3437","96.00","2","1081"
"402","Suede Moccasins for Women","7041","61.00","1","1034"
"402","Suede Moccasins for Women","7042","61.00","1","1034"
"402","Suede Moccasins for Women","7043","61.00","2","1034"
"402","Suede Moccasins for Women","7044","61.00","2","1034"
"402","Suede Moccasins for Women","7045","61.00","2","1034"
"189","Leather Moccasins for Men","7177","0.00","0","927"
"189","Leather Moccasins for Men","7178","0.00","0","927"
"189","Leather Moccasins for Men","7179","0.00","2","927"
"189","Leather Moccasins for Men","7180","0.00","2","927"
"189","Leather Moccasins for Men","7181","0.00","2","927"
"402","Suede Moccasins for Women","7199","61.00","0","1034"
"402","Suede Moccasins for Women","7200","61.00","0","1034"
"4890","Leather Moccasins for Women","7210","120.00","2","1042"
"B489","Leather Moccasins for Women","7220","98.00","1","1045"
"150PL","Ballerina Slippers","7240","96.00","1","1081"
"150PL","Ballerina Slippers","7241","96.00","2","1081"
"A18066-WNS0701NC0TA","Coco Tank ""Under the Same Sky""","8041","69.00","1","5217"
"A18066-WNS0701NC0TA","Coco Tank ""Under the Same Sky""","8042","69.00","2","5217"
"A18066-WNS0701NC0TA","Coco Tank ""Under the Same Sky""","8043","69.00","2","5217"
"A18066-WNS0701NC0TA","Coco Tank ""Under the Same Sky""","8044","69.00","1","5217"
"A18066-WNS0701NC0TA","Coco Tank ""Under the Same Sky""","8045","69.00","2","5217"
"A16051-6","Small Print - Northern Keepers","","25.00","9","649"
"A20067-6","Small Print - All my Relations","","25.00","9","4081"
"W13023-WAC0201NC09A","Vivienne Scarf ""Water and Spirit Buffalo""","","49.00","9","852"
"A14051-6","Small Print - Gezaluwejit","","25.00","9","654"
"W12018-6","Small Print - Early Evening Flowing Into Fall","","25.00","9","638"
"258","Mousecassins for Babies","2618","40.00","2","1029"
"258","Mousecassins for Babies","2619","40.00","1","1029"
"258","Mousecassins for Babies","2620","40.00","1","1029"
"258","Mousecassins for Babies","2621","40.00","2","1029"
"258","Mousecassins for Babies","2622","40.00","3","1029"
"402","Suede Moccasins for Junior","2667","48.00","1","1035"
"402","Suede Moccasins for Junior","2668","48.00","2","1035"
"402","Suede Moccasins for Junior","2669","48.00","1","1035"
"402","Suede Moccasins for Junior","2670","48.00","2","1035"
"402","Suede Moccasins for Junior","2671","48.00","1","1035"
"402","Suede Moccasins for Junior","2672","48.00","2","1035"
"6019-0300-41BR-9113MODKT-9113MO","Suede Moccasins for Men","3683","142.00","1","1102"
"6019-0300-41BR-9113MODKT-9113MO","Suede Moccasins for Men","3685","142.00","1","1102"
"6019-0300-41BR-9113MODKT-9113MO","Suede Moccasins for Men","3686","142.00","2","1102"
"6019-0300-41BR-9113MODKT-9113MO","Suede Moccasins for Men","3689","142.00","1","1102"
"6019-0300-41BR-9113MODKT-9113MO","Suede Moccasins for Men","3690","142.00","2","1102"
"6019-0300-41BR-9113MODKT-9113MO","Suede Moccasins for Men","7290","142.00","2","1102"
"6019-0300-41BR-9113MODKT-9113MO","Suede Moccasins for Men","7291","142.00","0","1102"
"6019-0300-41BR-9113MODKT-9113MO","Suede Moccasins for Men","7292","142.00","0","1102"
"6019-0300-41BR-9113MODKT-9113MO","Suede Moccasins for Men","7293","142.00","0","1102"
"6019-0300-41BR-9113MODKT-9113MO","Suede Moccasins for Men","7294","142.00","0","1102"
"150GRY","Ballerina Slippers","7501","96.00","2","3840"
"150GRY","Ballerina Slippers","7502","96.00","0","3840"
"150GRY","Ballerina Slippers","7503","96.00","3","3840"
"150GRY","Ballerina Slippers","7504","96.00","2","3840"
"150GRY","Ballerina Slippers","7505","96.00","1","3840"
"150GRY","Ballerina Slippers","7506","96.00","1","3840"
"A01029-7","Card - Birth of Eagle Shadow","","5.50","10","67"
"A01037-6","Small Print - Trust","","25.00","10","615"
"A01030-6","Small Print - Eagle Moon","","25.00","10","607"
"A01028-6","Small Print - Giving Thanks","","25.00","10","608"
"6019-0300-41BR-9133BR","Leather Moccasins for Men","3663","0.00","2","1101"
"6019-0300-41BR-9133BR","Leather Moccasins for Men","3664","0.00","2","1101"
"6019-0300-41BR-9133BR","Leather Moccasins for Men","3665","0.00","3","1101"
"6019-0300-41BR-9133BR","Leather Moccasins for Men","3668","0.00","2","1101"
"6019-0300-41BR-9133BR","Leather Moccasins for Men","3670","0.00","0","1101"
"989","Suede Moccasins for Men","6379","0.00","4","1426"
"989","Suede Moccasins for Men","6380","0.00","4","1426"
"6019-0300-41BR-9133BR","Leather Moccasins for Men","6905","0.00","0","1101"
"B442","Leather Moccasins for Men","7008","84.50","0","3554"
"B442","Leather Moccasins for Men","7009","84.50","2","3554"
"B442","Leather Moccasins for Men","7010","84.50","3","3554"
"B442","Leather Moccasins for Men","7011","84.50","1","3554"
"B442","Leather Moccasins for Men","7014","84.50","3","3554"
"6019-0300-41BR-9133BR","Leather Moccasins for Men","7286","0.00","1","1101"
"6019-0300-41BR-9133BR","Leather Moccasins for Men","7287","0.00","0","1101"
"6019-0300-41BR-9133BR","Leather Moccasins for Men","7288","0.00","0","1101"
"6019-0300-41BR-9133BR","Leather Moccasins for Men","7289","0.00","0","1101"
"989","Suede Moccasins for Men","7371","0.00","0","1426"
"989","Suede Moccasins for Men","7372","0.00","0","1426"
"989","Suede Moccasins for Men","7373","0.00","0","1426"
"989","Suede Moccasins for Men","7374","0.00","1","1426"
"989","Suede Moccasins for Men","7375","0.00","0","1426"
"B442","Leather Moccasins for Men","7486","84.50","0","3554"
"B442","Leather Moccasins for Men","7487","84.50","0","3554"
"B442","Leather Moccasins for Men","7488","84.50","1","3554"
"B442","Leather Moccasins for Men","7489","84.50","0","3554"
"B442","Leather Moccasins for Men","7490","84.50","0","3554"
"989","Suede Moccasins for Men","7532","0.00","1","1426"
"989","Suede Moccasins for Men","7533","0.00","0","1426"
"989","Suede Moccasins for Men","7534","0.00","0","1426"
"A18066-WLS0701NC0UA","Marlene ""Under the Same Sky""","8129","129.00","2","6565"
"A18066-WLS0701NC0UA","Marlene ""Under the Same Sky""","8130","129.00","2","6565"
"A18066-WLS0701NC0UA","Marlene ""Under the Same Sky""","8131","129.00","1","6565"
"A18066-WLS0701NC0UA","Marlene ""Under the Same Sky""","8132","129.00","2","6565"
"A18066-WLS0701NC0UA","Marlene ""Under the Same Sky""","8133","129.00","3","6565"
"A13042-7","Card - Carried Away","","5.50","11","347"
"A08011-6","Small Print - Whisper","","25.00","11","616"
"A01034-7","Card - Reaching Out","","5.50","11","35"
"A08013-6","Small Print - New Day","","25.00","11","621"
