"Reference code","Product name","Product ID","Product Combinations ID","Quantity","Pre-tax retail price"
"A17064-WDR3201NC03A","Michelle Dress ""M'Otter Love""","2910","6858","1","129.00"
"A17064-WDR3201NC03A","Michelle Dress ""M'Otter Love""","2910","6859","1","129.00"
"SKU: 54-54-330","Corrine Hunt Moccasins Eagle","2986","6860","0","65.00"
"SKU: 54-54-330","Corrine Hunt Moccasins Eagle","2986","6861","3","65.00"
"SKU: 54-54-330","Corrine Hunt Moccasins Eagle","2986","6862","0","65.00"
"SKU: 00-07-421","Bill Helin Lovebird Earrings","2988","","2","75.00"
"A10004-WSK0401NC01B","Skirt Alex ""Merging Earth and Sky""","3055","6863","1","129.00"
"A10004-WSK0401NC01B","Skirt Alex ""Merging Earth and Sky""","3055","6864","0","129.00"
"A10004-WSK0401NC01B","Skirt Alex ""Merging Earth and Sky""","3055","6865","0","129.00"
"A10004-WSK0401NC01B","Skirt Alex ""Merging Earth and Sky""","3055","6866","0","129.00"
"A10004-WSK0401NC01B","Skirt Alex ""Merging Earth and Sky""","3055","6867","1","129.00"
"3521","Kokopelli Earrings","3085","","2","95.00"
"3535","Bear Paws/Feather Earrings","3102","","2","60.00"
"186/8","Leather Moccasins for Men","3162","6870","0","0.00"
"186/8","Leather Moccasins for Men","3162","6872","2","0.00"
"186/8","Leather Moccasins for Men","3162","7445","0","0.00"
"186/8","Leather Moccasins for Men","3162","7446","0","0.00"
"186/8","Leather Moccasins for Men","3162","7447","1","0.00"
"186/8","Leather Moccasins for Men","3162","7448","1","0.00"
"186/8","Leather Moccasins for Men","3162","7449","1","0.00"
"186/8","Leather Moccasins for Men","3162","7450","1","0.00"
"186/8","Leather Moccasins for Men","3162","7451","0","0.00"
"186/8","Leather Moccasins for Men","3162","7452","0","0.00"
"5508-0408-85-553485GC","Ladies Mukluks","3200","6888","1","223.00"
"5508-0408-85-553485GC","Ladies Mukluks","3200","6889","1","223.00"
"5508-0408-85-553485GC","Ladies Mukluks","3200","6890","1","223.00"
"5508-0408-85-553485GC","Ladies Mukluks","3200","6891","1","223.00"
"5508-0408-85-553485GC","Ladies Mukluks","3200","7643","0","223.00"
"5508-0408-85-553485GC","Ladies Mukluks","3200","7644","0","223.00"
"5508-0408-85-553485GC","Ladies Mukluks","3200","7645","0","223.00"
"5508-0408-85-553485GC","Ladies Mukluks","3200","7646","0","223.00"
"5508-0408-85-553485GC","Ladies Mukluks","3200","7647","0","223.00"
"1120","Leather Moccasins for Children","3281","6939","2","53.00"
"1120","Leather Moccasins for Children","3281","6940","1","53.00"
"1120","Leather Moccasins for Children","3281","6941","0","53.00"
"1120","Leather Moccasins for Children","3281","6942","1","53.00"
"A10004-UAC1801NC01C","Pablo Pillow ""Merging Earth and Sky""","3333","","4","49.00"
"SKU: 45-45-213","Mark Garfield Raven Trivet or Coasters","3553","","5","12.50"
"B442","Leather Moccasins for Men","3554","7008","0","84.50"
"B442","Leather Moccasins for Men","3554","7009","2","84.50"
"B442","Leather Moccasins for Men","3554","7010","3","84.50"
"B442","Leather Moccasins for Men","3554","7011","1","84.50"
"B442","Leather Moccasins for Men","3554","7014","3","84.50"
"B442","Leather Moccasins for Men","3554","7486","0","84.50"
"B442","Leather Moccasins for Men","3554","7487","0","84.50"
"B442","Leather Moccasins for Men","3554","7488","1","84.50"
"B442","Leather Moccasins for Men","3554","7489","0","84.50"
"B442","Leather Moccasins for Men","3554","7490","0","84.50"
"771","Ladies Suede Slippers","3556","7016","0","167.00"
"771","Ladies Suede Slippers","3556","7017","1","167.00"
"771","Ladies Suede Slippers","3556","7018","2","167.00"
"771","Ladies Suede Slippers","3556","7019","1","167.00"
"771","Ladies Suede Slippers","3556","7020","0","167.00"
"771","Ladies Suede Slippers","3556","7491","0","167.00"
"771","Ladies Suede Slippers","3556","7492","0","167.00"
"698","Suede Moccasins for Children","3756","7493","0","63.00"
"698","Suede Moccasins for Children","3756","7494","0","63.00"
"698","Suede Moccasins for Children","3756","7495","0","63.00"
"698","Suede Moccasins for Children","3756","7496","0","63.00"
"698","Suede Moccasins for Children","3756","7497","0","63.00"
"698","Suede Moccasins for Children","3756","7498","3","63.00"
"698","Suede Moccasins for Children","3756","7499","2","63.00"
"698","Suede Moccasins for Children","3756","7500","1","63.00"
"150GRY","Ballerina Slippers","3840","7501","2","96.00"
"150GRY","Ballerina Slippers","3840","7502","0","96.00"
"150GRY","Ballerina Slippers","3840","7503","3","96.00"
"150GRY","Ballerina Slippers","3840","7504","2","96.00"
"150GRY","Ballerina Slippers","3840","7505","1","96.00"
"150GRY","Ballerina Slippers","3840","7506","1","96.00"
"90","Sheepskin Insoles","4061","7648","3","18.00"
"90","Sheepskin Insoles","4061","7649","3","18.00"
"90","Sheepskin Insoles","4061","7650","2","18.00"
"90","Sheepskin Insoles","4061","7651","3","18.00"
"90","Sheepskin Insoles","4061","7652","1","18.00"
"90","Sheepskin Insoles","4061","7653","2","18.00"
"A20067-2","Ltd Edition - All my Relations","4079","7699","3","0.00"
"A20067-2","Ltd Edition - All my Relations","4079","7700","0","0.00"
"A20067-2","Ltd Edition - All my Relations","4079","7701","0","0.00"
"A20067-2","Ltd Edition - All my Relations","4079","7702","0","0.00"
"A20067-7","Card - All my Relations","4080","","12","5.50"
"A20067-6","Small Print - All my Relations","4081","","9","25.00"
"A19054-7","Card - Footprint","4083","","20","5.50"
"A19054-6","Small Print - Footprint","4088","","6","25.00"
"A18062-7","Card - Humility","4126","","25","5.50"
"A18062-6","Small Print - Humility","4127","","13","25.00"
"Shell","Abalone Shell","4128","8127","5","0.00"
"Shell","Abalone Shell","4128","8128","9","0.00"
"A18062-2","Ltd Edition - Humility","4129","7729","0","0.00"
"A18062-2","Ltd Edition - Humility","4129","7730","0","0.00"
"A18062-2","Ltd Edition - Humility","4129","7731","0","0.00"
"A18062-2","Ltd Edition - Humility","4129","7732","2","0.00"
"8193TAN","Leather Mukluks for Men","4139","7737","1","0.00"
"8193TAN","Leather Mukluks for Men","4139","7738","1","0.00"
"8193TAN","Leather Mukluks for Men","4139","7739","0","0.00"
"8193TAN","Leather Mukluks for Men","4139","7740","0","0.00"
"8193TAN","Leather Mukluks for Men","4139","7741","0","0.00"
"8193TAN","Leather Mukluks for Men","4139","7742","0","0.00"
"8193TAN","Leather Mukluks for Men","4139","7743","0","0.00"
"8193TAN","Leather Mukluks for Men","4139","7744","1","0.00"
"8193TAN","Leather Mukluks for Men","4139","7745","1","0.00"
"8193TAN","Leather Mukluks for Men","4139","7746","0","0.00"
"8193BLK","Leather Mukluks for Men","4141","7754","0","0.00"
"8193BLK","Leather Mukluks for Men","4141","7755","0","0.00"
"8193BLK","Leather Mukluks for Men","4141","7756","0","0.00"
"8193BLK","Leather Mukluks for Men","4141","7757","0","0.00"
"8193BLK","Leather Mukluks for Men","4141","7759","0","0.00"
"8193BLK","Leather Mukluks for Men","4141","7760","1","0.00"
"8193BLK","Leather Mukluks for Men","4141","7761","0","0.00"
"8193BLK","Leather Mukluks for Men","4141","7762","0","0.00"
"8193BLK","Leather Mukluks for Men","4141","7763","0","0.00"
"8193BLK","Leather Mukluks for Men","4141","7788","1","0.00"
"A20055-2","Ltd Edition - Refuge","4148","7809","0","0.00"
"A20055-2","Ltd Edition - Refuge","4148","7810","0","0.00"
"A20055-2","Ltd Edition - Refuge","4148","7811","0","0.00"
"A20055-2","Ltd Edition - Refuge","4148","7812","3","0.00"
"A18066-2","Ltd Edition - Under the Same Sky","4150","7817","0","0.00"
"A18066-2","Ltd Edition - Under the Same Sky","4150","7818","0","0.00"
"A18066-2","Ltd Edition - Under the Same Sky","4150","7819","0","0.00"
"A18066-2","Ltd Edition - Under the Same Sky","4150","7820","2","0.00"
"A20055-7","Card - Refuge","4156","","25","5.50"
"A18061-7","Card - Seed of Life","4157","","19","5.50"
"A91063-7","Card - Kouragimut","4162","","15","5.50"
"A18061-6","Small Print - Seed of Life","4170","","17","25.00"
"A18066-6","Small Print - Under the Same Sky","4171","","4","25.00"
"A08021-6","Small Print - Wikwemikong","4173","","13","25.00"
"SKU:00-07-564x2","Andrew Williams Double Eagle Bracelet","4241","7832","1","95.50"
"SKU:00-07-564x2","Andrew Williams Double Eagle Bracelet","4241","7833","1","95.50"
"SKU:54-54-304","Passport Pouch Raven","4303","7835","1","62.00"
"SKU:54-54-304","Passport Pouch Raven","4303","7836","0","62.00"
"SKU:54-54-304","Passport Pouch Raven","4303","7837","1","62.00"
"SKU:54-54-304","Passport Pouch Raven","4303","7838","1","62.00"
"","The gift card","4523","7967","10","0.00"
"","The gift card","4523","8015","9","0.00"
"","The gift card","4523","8016","9","0.00"
"","The gift card","4523","8051","10","0.00"
"","The gift card","4523","8056","10","0.00"
"","The gift card","4523","8109","9","0.00"
"","The gift card","4523","8126","10","0.00"
"A08013-UAC0401NC0FA","Nino Place Mats ""New Day""","4550","","7","15.00"
"A18066-UAC0401NC0UA","Nino Place Mats ""Under the Same Sky""","4552","","5","15.00"
"A17064-UAC0401NC03A","Nino Place Mats ""M'Otter Love""","4553","","6","15.00"
"A18066-01NC0UA","""Under the Same Sky"" Mask","4850","7973","0","18.00"
"A18066-01NC0UA","""Under the Same Sky"" Mask","4850","7974","0","18.00"
"A18066-01NC0UA","""Under the Same Sky"" Mask","4850","7975","0","18.00"
"A18066-01NC0UA","""Under the Same Sky"" Mask","4850","7976","6","18.00"
"A18066-01NC0UA","""Under the Same Sky"" Mask","4850","7977","1","18.00"
"A14051-01NC0TA","""Gezaluwegit"" Mask","4851","7978","0","18.00"
"A14051-01NC0TA","""Gezaluwegit"" Mask","4851","7979","0","18.00"
"A14051-01NC0TA","""Gezaluwegit"" Mask","4851","7980","5","18.00"
"A14051-01NC0TA","""Gezaluwegit"" Mask","4851","7981","3","18.00"
"A14051-01NC0TA","""Gezaluwegit"" Mask","4851","7982","10","18.00"
"A18066-UAC1201NC0UA","Bastien Pillow ""Under the Same Sky""","4863","","3","49.00"
"A14051-WAC0201NC0TA","Vivienne Scarf ""Under the Same Sky""","4864","","4","49.00"
"A14051-WAC0201NC0UA","Vivienne Scarf ""Gezaluwejit""","4865","","2","49.00"
"A14051-WBL0601NCOTA","Kimono ""Gezaluwejit""","4866","7983","2","109.00"
"A18066-WBL0601NCOUA","Kimono ""Under the Same Sky""","4867","7984","5","109.00"
"A14051-WDR2601NC0TA","Kate Dress ""Gezaluwejit""","4871","7985","1","149.00"
"A14051-WDR2601NC0TA","Kate Dress ""Gezaluwejit""","4871","7986","1","149.00"
"A14051-WDR2601NC0TA","Kate Dress ""Gezaluwejit""","4871","7987","2","149.00"
"A14051-WDR2601NC0TA","Kate Dress ""Gezaluwejit""","4871","7988","0","149.00"
"A14051-WDR2601NC0TA","Kate Dress ""Gezaluwejit""","4871","7989","0","149.00"
"1135","Leather Moccasins for Women","4919","7995","0","91.00"
"1135","Leather Moccasins for Women","4919","7996","0","91.00"
"1135","Leather Moccasins for Women","4919","7997","1","91.00"
"1135","Leather Moccasins for Women","4919","7998","1","91.00"
"1135","Leather Moccasins for Women","4919","7999","0","91.00"
"1135","Leather Moccasins for Women","4919","8000","0","91.00"
"1135","Leather Moccasins for Women","4919","8001","0","91.00"
"A18066-WPA0301NC0UA","Carla Palazzo ""Under the Same Sky""","5121","8002","2","169.00"
"A18066-WPA0301NC0UA","Carla Palazzo ""Under the Same Sky""","5121","8003","2","169.00"
"A18066-WPA0301NC0UA","Carla Palazzo ""Under the Same Sky""","5121","8004","1","169.00"
"A18066-WPA0301NC0UA","Carla Palazzo ""Under the Same Sky""","5121","8005","1","169.00"
"A18066-WPA0301NC0UA","Carla Palazzo ""Under the Same Sky""","5121","8006","1","169.00"
"A14051-WPA0301NC0TA","Carla Palazzo ""Gezaluwejit""","5122","8007","1","169.00"
"A14051-WPA0301NC0TA","Carla Palazzo ""Gezaluwejit""","5122","8008","1","169.00"
"A14051-WPA0301NC0TA","Carla Palazzo ""Gezaluwejit""","5122","8009","0","169.00"
"A14051-WPA0301NC0TA","Carla Palazzo ""Gezaluwejit""","5122","8010","1","169.00"
"A14051-WPA0301NC0TA","Carla Palazzo ""Gezaluwejit""","5122","8011","1","169.00"
"A18066-WDR2601NC0UA","Kate Dress ""Under the Same Sky""","5174","8017","0","149.00"
"A18066-WDR2601NC0UA","Kate Dress ""Under the Same Sky""","5174","8018","1","149.00"
"A18066-WDR2601NC0UA","Kate Dress ""Under the Same Sky""","5174","8019","0","149.00"
"A18066-WDR2601NC0UA","Kate Dress ""Under the Same Sky""","5174","8020","1","149.00"
"A18066-WDR2601NC0UA","Kate Dress ""Under the Same Sky""","5174","8021","0","149.00"
"A16058-UAC1201NC04A","Bastien Pillow ""Silent Seekers""","5178","","3","49.00"
"A14051-UAC1201NC0TA","Bastien Pillow ""Gezaluwejit""","5183","","5","49.00"
"A16058-WSS1401NC04A","Kiki T-Shirt ""Silent Seekers""","5188","8027","0","89.00"
"A16058-WSS1401NC04A","Kiki T-Shirt ""Silent Seekers""","5188","8028","3","89.00"
"A16058-WSS1401NC04A","Kiki T-Shirt ""Silent Seekers""","5188","8029","3","89.00"
"A16058-WSS1401NC04A","Kiki T-Shirt ""Silent Seekers""","5191","8030","3","99.00"
"A16058-WSS1401NC04A","Kiki T-Shirt ""Silent Seekers""","5191","8031","3","99.00"
"A16058-WSS1401NC04A","Kiki T-Shirt ""Silent Seekers""","5191","8032","0","99.00"
"A18066-WAC0601NC0UA","Claudia Shawl ""Under the Same Sky""","5214","","6","99.00"
"A14051-WNS0701NC0TA","Coco Tank ""Gezaluwejit""","5215","8036","1","69.00"
"A14051-WNS0701NC0TA","Coco Tank ""Gezaluwejit""","5215","8037","1","69.00"
"A14051-WNS0701NC0TA","Coco Tank ""Gezaluwejit""","5215","8038","2","69.00"
"A14051-WNS0701NC0TA","Coco Tank ""Gezaluwejit""","5215","8039","0","69.00"
"A14051-WNS0701NC0TA","Coco Tank ""Gezaluwejit""","5215","8040","1","69.00"
"A18066-WNS0701NC0TA","Coco Tank ""Under the Same Sky""","5217","8041","1","69.00"
"A18066-WNS0701NC0TA","Coco Tank ""Under the Same Sky""","5217","8042","2","69.00"
"A18066-WNS0701NC0TA","Coco Tank ""Under the Same Sky""","5217","8043","2","69.00"
"A18066-WNS0701NC0TA","Coco Tank ""Under the Same Sky""","5217","8044","1","69.00"
"A18066-WNS0701NC0TA","Coco Tank ""Under the Same Sky""","5217","8045","2","69.00"
"A18066-WLS01701NC0UA","Mia Farrow Turtleneck ""Under the Same Sky""","5224","8046","2","139.00"
"A18066-WLS01701NC0UA","Mia Farrow Turtleneck ""Under the Same Sky""","5224","8047","0","139.00"
"A18066-WLS01701NC0UA","Mia Farrow Turtleneck ""Under the Same Sky""","5224","8048","1","139.00"
"A18066-WLS01701NC0UA","Mia Farrow Turtleneck ""Under the Same Sky""","5224","8049","1","139.00"
"A18066-WLS01701NC0UA","Mia Farrow Turtleneck ""Under the Same Sky""","5224","8050","1","139.00"
"A01033-7","Card - New Fire","5389","","30","5.50"
"A14051-WLS0701NC0TA","Marlene ""Gezaluwejit""","5724","8104","0","129.00"
"A14051-WLS0701NC0TA","Marlene ""Gezaluwejit""","5724","8105","0","129.00"
"A14051-WLS0701NC0TA","Marlene ""Gezaluwejit""","5724","8106","2","129.00"
"A14051-WLS0701NC0TA","Marlene ""Gezaluwejit""","5724","8107","1","129.00"
"A14051-WLS0701NC0TA","Marlene ""Gezaluwejit""","5724","8108","2","129.00"
"A18066-WLS0701NC0UA","Marlene ""Under the Same Sky""","6565","8129","2","129.00"
"A18066-WLS0701NC0UA","Marlene ""Under the Same Sky""","6565","8130","2","129.00"
"A18066-WLS0701NC0UA","Marlene ""Under the Same Sky""","6565","8131","1","129.00"
"A18066-WLS0701NC0UA","Marlene ""Under the Same Sky""","6565","8132","2","129.00"
"A18066-WLS0701NC0UA","Marlene ""Under the Same Sky""","6565","8133","3","129.00"
